
 gen | best | mean | std
 GENERATION 0 | 57.732142 | -1.052538 | 12.922178
 GENERATION 1 | 75.16227 | 11.662456 | 23.230913
 GENERATION 2 | 75.16227 | 26.483199 | 25.468224
 GENERATION 3 | 75.16227 | 36.050444 | 25.841499
 GENERATION 4 | 75.601837 | 44.597014 | 22.322569
 GENERATION 5 | 75.601837 | 46.414815 | 20.400608
 GENERATION 6 | 86.10869 | 48.65814 | 20.416991
 GENERATION 7 | 86.10869 | 48.712094 | 20.25583
 GENERATION 8 | 86.10869 | 50.251491 | 19.221696
 GENERATION 9 | 86.10869 | 52.308727 | 17.290157
 GENERATION 10 | 86.10869 | 49.471207 | 21.427002
 GENERATION 11 | 86.10869 | 49.246129 | 21.72321
 GENERATION 12 | 86.10869 | 49.768914 | 20.25952
 purge
 GENERATION 13 | 86.10869 | 45.177943 | 26.954711
 GENERATION 14 | 86.10869 | 53.177577 | 18.530852
 GENERATION 15 | 91.90869 | 55.722869 | 18.6691
 GENERATION 16 | 92.302846 | 56.573384 | 16.831305
 GENERATION 17 | 92.302846 | 55.388536 | 17.646022
 GENERATION 18 | 92.902846 | 58.080412 | 15.33976
 GENERATION 19 | 92.902846 | 60.50447 | 15.400772
 GENERATION 20 | 92.902846 | 60.095525 | 14.508456
 GENERATION 21 | 92.902846 | 59.825634 | 17.402826
 GENERATION 22 | 92.902846 | 62.767605 | 12.774317
 GENERATION 23 | 92.902846 | 63.868347 | 12.164273
 GENERATION 24 | 92.902846 | 66.544198 | 14.460366
 purge
 GENERATION 25 | 92.902846 | 62.486017 | 28.557757
 GENERATION 26 | 92.902846 | 74.225777 | 16.386702
 GENERATION 27 | 93.102846 | 79.395782 | 10.780447
 GENERATION 28 | 93.102846 | 81.755201 | 10.883187
 GENERATION 29 | 93.102846 | 81.260635 | 13.21539
