
 gen | best | mean | std
 GENERATION 0 | 74.886318 | 1.176826 | 15.320732
 GENERATION 1 | 74.886318 | 16.277028 | 18.251345
 GENERATION 2 | 74.886318 | 26.492638 | 19.641519
 GENERATION 3 | 86.638793 | 33.65633 | 23.399739
 GENERATION 4 | 86.638793 | 39.869816 | 22.688667
 GENERATION 5 | 86.638793 | 39.533217 | 23.215945
 GENERATION 6 | 86.638793 | 38.935589 | 22.74425
 GENERATION 7 | 86.638793 | 42.293595 | 21.792978
 GENERATION 8 | 86.638793 | 46.26352 | 20.886838
 GENERATION 9 | 87.736215 | 46.972238 | 22.676372
 GENERATION 10 | 87.736215 | 48.342667 | 23.663054
 GENERATION 11 | 87.736215 | 47.146186 | 23.268903
 GENERATION 12 | 87.736215 | 50.243489 | 22.283125
 GENERATION 13 | 87.736215 | 49.142038 | 22.273866
 GENERATION 14 | 87.736215 | 48.264494 | 23.376331
 GENERATION 15 | 87.736215 | 54.435043 | 20.849585
 purge
 GENERATION 16 | 87.736215 | 55.029865 | 28.871004
 GENERATION 17 | 88.593424 | 62.638595 | 20.45727
 GENERATION 18 | 88.593424 | 66.497 | 22.557901
 GENERATION 19 | 89.193424 | 69.063408 | 23.381874
 GENERATION 20 | 89.193424 | 71.400231 | 24.687224
 GENERATION 21 | 89.193424 | 74.08313 | 22.301198
 GENERATION 22 | 89.193424 | 74.61058 | 21.549594
 GENERATION 23 | 89.193424 | 80.97899 | 14.406976
 GENERATION 24 | 89.193424 | 78.834749 | 20.287976
 GENERATION 25 | 89.193424 | 77.133561 | 22.683702
 purge
 GENERATION 26 | 89.193424 | 68.72575 | 33.606948
 GENERATION 27 | 91.593647 | 81.348886 | 17.904097
 GENERATION 28 | 91.593647 | 79.850012 | 20.061137
 GENERATION 29 | 91.593647 | 82.599303 | 14.794547
