
 gen | best | mean | std
 GENERATION 0 | 57.16227 | -2.288833 | 10.931412
 GENERATION 1 | 66.16227 | 8.740232 | 21.016381
 GENERATION 2 | 66.16227 | 23.566238 | 22.510948
 GENERATION 3 | 66.237949 | 32.846949 | 22.06287
 GENERATION 4 | 66.752976 | 37.532636 | 22.599375
 GENERATION 5 | 75.16227 | 41.85015 | 22.210171
 GENERATION 6 | 75.16227 | 47.540297 | 18.997047
 GENERATION 7 | 75.16227 | 43.31058 | 22.617352
 GENERATION 8 | 75.16227 | 47.18247 | 20.378939
 GENERATION 9 | 75.171054 | 49.814022 | 19.491272
 GENERATION 10 | 75.21004 | 48.54481 | 20.291545
 GENERATION 11 | 75.752976 | 49.712358 | 19.684897
 GENERATION 12 | 75.752976 | 50.841519 | 18.881782
 GENERATION 13 | 75.752976 | 46.370982 | 21.740127
 GENERATION 14 | 75.752976 | 44.029396 | 21.651693
 GENERATION 15 | 75.752976 | 49.489688 | 18.778485
 GENERATION 16 | 75.752976 | 50.919988 | 18.735551
 GENERATION 17 | 75.752976 | 52.053713 | 17.369624
 purge
 GENERATION 18 | 75.752976 | 45.598638 | 26.404188
 GENERATION 19 | 75.752976 | 53.976956 | 16.600529
 GENERATION 20 | 75.752976 | 55.298226 | 14.09843
 GENERATION 21 | 75.752976 | 56.006271 | 13.383816
 GENERATION 22 | 75.752976 | 56.34648 | 13.293593
 GENERATION 23 | 75.752976 | 53.710718 | 16.682903
 GENERATION 24 | 94.023266 | 57.469528 | 14.966759
 GENERATION 25 | 94.023266 | 58.457041 | 13.557365
 GENERATION 26 | 94.023266 | 59.766239 | 13.4927
 GENERATION 27 | 94.023266 | 57.735977 | 15.720445
 GENERATION 28 | 94.023266 | 60.008311 | 17.706858
 GENERATION 29 | 94.023266 | 63.944041 | 16.526784
