
 gen | best | mean | std
 GENERATION 0 | 92.04704 | 5.338329 | 26.932814
 GENERATION 1 | 92.531096 | 53.140933 | 36.590954
 GENERATION 2 | 92.531096 | 72.087167 | 27.532035
 GENERATION 3 | 92.53704 | 77.286881 | 21.583357
 GENERATION 4 | 92.53704 | 74.384176 | 25.656599
 GENERATION 5 | 92.776119 | 78.274929 | 20.31257
 GENERATION 6 | 92.776119 | 78.072712 | 22.453969
 GENERATION 7 | 92.927 | 76.140031 | 24.289558
 GENERATION 8 | 92.927 | 76.417682 | 25.129909
 GENERATION 9 | 92.927 | 74.540046 | 25.135962
 GENERATION 10 | 92.927 | 77.787984 | 23.473033
 GENERATION 11 | 92.927 | 81.506175 | 21.478265
 GENERATION 12 | 93.127 | 76.087318 | 23.444093
 GENERATION 13 | 93.127 | 77.859267 | 23.092994
 GENERATION 14 | 93.127 | 79.321298 | 22.619514
 GENERATION 15 | 93.127 | 84.927968 | 15.053253
 GENERATION 16 | 93.127 | 87.843403 | 9.57374
 GENERATION 17 | 93.727 | 88.375357 | 8.639637
 GENERATION 18 | 93.727 | 89.920723 | 3.718995
 GENERATION 19 | 93.727 | 89.102479 | 5.767182
 GENERATION 20 | 93.727 | 88.996727 | 5.503875
 GENERATION 21 | 93.727 | 87.594344 | 11.475341
 GENERATION 22 | 93.727 | 88.102188 | 9.126984
 GENERATION 23 | 93.727 | 87.186883 | 11.648441
 purge
 GENERATION 24 | 93.727 | 82.254086 | 25.881208
 GENERATION 25 | 93.727 | 88.896657 | 10.767489
 GENERATION 26 | 93.727 | 86.986376 | 14.164843
 GENERATION 27 | 93.727 | 89.965656 | 6.842646
 GENERATION 28 | 93.727 | 89.201142 | 8.903932
 GENERATION 29 | 93.727 | 88.68154 | 10.773905
