
 gen | best | mean | std
 GENERATION 0 | 39.16227 | -1.745108 | 7.900456
 GENERATION 1 | 75.051965 | 12.823435 | 18.017462
 GENERATION 2 | 75.091917 | 22.748725 | 21.472678
 GENERATION 3 | 86.299556 | 29.529183 | 23.107154
 GENERATION 4 | 86.299556 | 32.637447 | 24.648703
 GENERATION 5 | 86.299556 | 40.231148 | 23.909056
 GENERATION 6 | 86.299556 | 43.399932 | 24.00253
 GENERATION 7 | 86.299556 | 45.542748 | 23.549711
 GENERATION 8 | 86.299556 | 46.050029 | 23.62126
 GENERATION 9 | 86.299556 | 47.947106 | 23.717082
 purge
 GENERATION 10 | 86.299556 | 46.72369 | 28.396584
 GENERATION 11 | 86.299556 | 48.942431 | 23.444862
 GENERATION 12 | 86.716796 | 53.875224 | 19.309267
 GENERATION 13 | 86.716796 | 50.05439 | 22.634116
 GENERATION 14 | 86.716796 | 52.010877 | 19.521866
 GENERATION 15 | 86.716796 | 52.382056 | 19.643553
 GENERATION 16 | 86.716796 | 54.784521 | 20.675875
 GENERATION 17 | 86.716796 | 57.943333 | 20.450039
 GENERATION 18 | 86.716796 | 65.058825 | 19.326102
 purge
 GENERATION 19 | 86.716796 | 60.419883 | 33.33699
 GENERATION 20 | 86.716796 | 76.757191 | 12.325427
 GENERATION 21 | 86.716796 | 81.010751 | 9.446682
 GENERATION 22 | 86.716796 | 83.133102 | 7.676803
 GENERATION 23 | 86.716796 | 83.629606 | 13.162181
 GENERATION 24 | 86.716796 | 84.736266 | 8.306352
 GENERATION 25 | 86.716796 | 85.325707 | 9.528286
 purge
 GENERATION 26 | 86.716796 | 68.34355 | 34.58762
 GENERATION 27 | 86.716796 | 84.812289 | 9.341581
 GENERATION 28 | 86.716796 | 85.057934 | 8.618089
 GENERATION 29 | 86.716796 | 85.484769 | 7.375852
