

gen best mean std
0 92.524826 9.178302 28.392105
1 92.524826 36.716866 34.193042
2 92.524826 61.712001 27.964303
3 92.524826 71.596386 24.267295
4 92.524826 78.341624 18.812031
5 92.524826 81.928635 14.268634
6 92.524826 82.913415 13.901776
7 92.536168 85.892172 7.944741
8 92.58272 85.242798 10.15198
9 93.589365 84.434488 12.889468
10 93.78272 85.396856 11.27595
11 93.78272 86.654415 9.488761
12 93.78272 87.562307 6.62469
13 93.78272 87.916141 8.255134
14 93.78272 86.814455 11.285398
15 93.78272 84.832609 15.496874
16 93.78272 87.266561 10.151243
17 93.78272 87.723875 10.038993
18 93.78272 88.119226 9.333724
19 93.78272 86.142635 14.604877
20 93.78272 86.498386 13.982433
21 93.78272 89.74915 7.673937
22 93.78272 88.736891 9.58317
23 93.78272 89.323165 7.229741
24 93.78272 89.034741 9.436601
doomsday
25 93.78272 74.61783 33.346449
26 93.78272 89.446496 9.322057
27 93.78272 89.068702 9.710624
28 93.78272 90.433068 3.885389
29 93.78272 90.677329 3.449444
