
 gen | best | mean | std
 GENERATION 0 | 92.379644 | 12.442159 | 31.600514
 GENERATION 1 | 92.572379 | 37.61448 | 35.780859
 GENERATION 2 | 92.73194 | 65.272155 | 30.381327
 GENERATION 3 | 92.73194 | 77.490562 | 22.058539
 GENERATION 4 | 92.73194 | 75.887374 | 25.712812
 GENERATION 5 | 92.73194 | 74.994247 | 24.958408
 GENERATION 6 | 92.73194 | 71.284845 | 27.801893
 GENERATION 7 | 93.512404 | 76.444583 | 24.463334
 GENERATION 8 | 93.512404 | 79.151464 | 20.921847
 GENERATION 9 | 93.512404 | 79.774229 | 20.584239
 GENERATION 10 | 93.512404 | 74.614056 | 25.291986
 GENERATION 11 | 93.512404 | 79.463466 | 21.278692
 GENERATION 12 | 93.512404 | 75.983607 | 25.378591
 GENERATION 13 | 93.512404 | 79.954707 | 21.223321
 purge
 GENERATION 14 | 93.512404 | 72.031834 | 35.378911
 GENERATION 15 | 93.512404 | 85.588047 | 15.581722
 GENERATION 16 | 93.512404 | 84.318987 | 15.015192
 GENERATION 17 | 93.512404 | 86.139268 | 10.686666
 GENERATION 18 | 93.512404 | 85.858525 | 11.680819
 GENERATION 19 | 93.512404 | 87.99639 | 6.903394
 GENERATION 20 | 93.512404 | 84.404961 | 13.876049
 purge
 GENERATION 21 | 93.512404 | 71.064924 | 35.890366
 GENERATION 22 | 93.727 | 84.592986 | 16.219475
 GENERATION 23 | 93.727 | 88.631103 | 4.321576
 GENERATION 24 | 93.727 | 87.736179 | 8.48074
 GENERATION 25 | 93.727 | 88.691472 | 8.402612
 GENERATION 26 | 93.727 | 88.543169 | 5.534378
 GENERATION 27 | 93.727 | 89.505988 | 3.469474
 GENERATION 28 | 93.727 | 88.863679 | 7.060678
 purge
 GENERATION 29 | 93.727 | 83.047909 | 24.127476
