
 gen | best | mean | std
 GENERATION 0 | 87.727 | 4.486993 | 20.577368
 GENERATION 1 | 92.13704 | 35.996042 | 32.215767
 GENERATION 2 | 92.563558 | 54.070373 | 31.248275
 GENERATION 3 | 92.56521 | 65.325074 | 28.729323
 GENERATION 4 | 92.56521 | 72.558377 | 24.884708
 GENERATION 5 | 92.56521 | 74.704985 | 25.673733
 GENERATION 6 | 92.56521 | 75.220668 | 23.349353
 GENERATION 7 | 92.56521 | 76.63855 | 22.441684
 GENERATION 8 | 92.718596 | 72.610006 | 27.332586
 GENERATION 9 | 92.718596 | 73.930524 | 26.028821
 GENERATION 10 | 92.718596 | 78.528272 | 21.661171
 GENERATION 11 | 93.062462 | 77.339963 | 23.002145
 GENERATION 12 | 93.062462 | 76.993927 | 22.522623
 GENERATION 13 | 93.062462 | 72.477629 | 25.333494
 GENERATION 14 | 93.062462 | 76.373962 | 24.147988
 GENERATION 15 | 93.062462 | 84.880724 | 12.55452
 GENERATION 16 | 93.062462 | 85.84298 | 12.833896
 GENERATION 17 | 93.062462 | 86.722388 | 10.643948
 purge
 GENERATION 18 | 93.062462 | 79.387955 | 28.213212
 GENERATION 19 | 93.062462 | 87.038376 | 12.275891
 GENERATION 20 | 93.595993 | 89.223948 | 7.913302
 GENERATION 21 | 93.595993 | 89.756025 | 4.483711
 GENERATION 22 | 93.595993 | 89.722983 | 4.98858
 GENERATION 23 | 93.727 | 89.713966 | 3.59704
 GENERATION 24 | 93.727 | 90.074444 | 3.471358
 GENERATION 25 | 93.727 | 90.268798 | 3.231355
 GENERATION 26 | 93.727 | 90.508611 | 4.634638
 GENERATION 27 | 93.727 | 89.403554 | 9.24914
 GENERATION 28 | 93.727 | 90.34489 | 3.372601
 GENERATION 29 | 93.727 | 89.786199 | 8.060365
