
 gen | best | mean | std
 GENERATION 0 | 91.644173 | 6.366571 | 26.451577
 GENERATION 1 | 93.13194 | 45.448801 | 36.020725
 GENERATION 2 | 93.13194 | 70.06058 | 28.555458
 GENERATION 3 | 93.13194 | 73.880198 | 25.08298
 GENERATION 4 | 93.13194 | 73.46675 | 25.686589
 GENERATION 5 | 93.13194 | 76.36861 | 24.44607
 GENERATION 6 | 93.13194 | 75.047914 | 26.203292
 GENERATION 7 | 93.13194 | 78.315803 | 21.614146
 purge
 GENERATION 8 | 93.13194 | 78.89554 | 26.043335
 GENERATION 9 | 93.13194 | 76.688615 | 22.826642
 GENERATION 10 | 93.13194 | 83.035818 | 15.779693
 GENERATION 11 | 93.13194 | 77.275177 | 24.090445
 GENERATION 12 | 93.13194 | 81.408909 | 18.121899
 GENERATION 13 | 93.262462 | 81.419666 | 19.393789
 GENERATION 14 | 93.262462 | 80.986606 | 18.200247
 GENERATION 15 | 93.727 | 84.575849 | 15.265869
 GENERATION 16 | 93.727 | 86.059868 | 10.826548
 GENERATION 17 | 93.727 | 87.735601 | 6.079019
 GENERATION 18 | 93.727 | 88.543115 | 5.703176
 GENERATION 19 | 93.727 | 87.407922 | 8.008532
 GENERATION 20 | 93.727 | 87.338311 | 10.987679
 GENERATION 21 | 93.727 | 88.23293 | 4.280215
 purge
 GENERATION 22 | 93.727 | 75.477296 | 29.475322
 GENERATION 23 | 93.727 | 86.943513 | 11.832617
 GENERATION 24 | 93.727 | 87.442909 | 9.359927
 GENERATION 25 | 93.727 | 88.793964 | 5.208349
 GENERATION 26 | 93.727 | 88.481343 | 4.025692
 GENERATION 27 | 93.727 | 88.660523 | 2.964403
 GENERATION 28 | 93.727 | 88.337452 | 2.942244
 purge
 GENERATION 29 | 93.727 | 80.946568 | 25.488406
