

gen best mean std
0 88.488012 4.856633 23.865959
1 88.488012 17.356156 32.198227
2 92.446708 50.30541 32.723506
3 92.446708 70.725313 23.753369
4 92.446708 79.127691 15.314256
5 92.488012 80.32098 15.040177
6 92.488012 81.79746 16.070823
7 92.488012 78.965475 18.24668
8 92.488012 80.620884 18.306695
9 92.563047 82.488389 12.278539
10 92.563047 83.117627 13.283334
11 92.563047 87.283646 5.75518
12 92.563047 85.903157 9.81991
13 92.563047 78.149265 19.692019
14 92.563047 85.314396 9.426059
15 92.776119 84.091612 14.525923
16 92.776119 87.546887 6.10445
17 92.776119 85.299605 11.210616
18 92.776119 85.612639 11.254426
19 92.776119 86.246364 11.46571
20 92.776119 84.551882 12.867122
21 92.776119 87.544151 3.942411
22 92.776119 87.643066 5.100306
23 92.776119 87.00891 9.383711
24 92.776119 87.17223 7.964929
25 92.776119 87.510005 7.623388
26 92.776119 87.615146 7.319172
27 92.776119 87.488797 8.237684
28 92.776119 86.171459 13.265606
29 92.776119 85.924114 13.539761
