
 gen | best | mean | std
 GENERATION 0 | 66.361645 | 0.634189 | 13.849486
 GENERATION 1 | 66.361645 | 12.238288 | 16.009151
 GENERATION 2 | 84.542332 | 25.328462 | 20.253378
 GENERATION 3 | 84.542332 | 33.2493 | 21.13921
 GENERATION 4 | 87.19141 | 39.853816 | 23.100313
 GENERATION 5 | 87.19141 | 43.244843 | 23.057565
 GENERATION 6 | 87.19141 | 44.315197 | 22.087426
 GENERATION 7 | 87.19141 | 43.872232 | 22.021527
 GENERATION 8 | 87.19141 | 41.526957 | 23.088567
 GENERATION 9 | 87.19141 | 44.383625 | 24.024393
 GENERATION 10 | 87.19141 | 47.977628 | 22.419082
 purge
 GENERATION 11 | 87.19141 | 45.961048 | 28.952479
 GENERATION 12 | 87.19141 | 51.812822 | 19.719155
 GENERATION 13 | 87.19141 | 50.008104 | 21.415549
 GENERATION 14 | 87.19141 | 50.40079 | 18.526715
 GENERATION 15 | 87.19141 | 55.647046 | 16.000441
 GENERATION 16 | 87.193424 | 58.395485 | 17.077512
 GENERATION 17 | 87.193424 | 59.461886 | 16.359481
 GENERATION 18 | 87.193424 | 60.682863 | 15.857291
 GENERATION 19 | 87.193424 | 61.000362 | 20.13069
 GENERATION 20 | 87.193424 | 63.835549 | 20.335842
 GENERATION 21 | 87.193424 | 68.363778 | 19.702847
 GENERATION 22 | 87.211736 | 72.168015 | 17.789168
 GENERATION 23 | 87.211736 | 78.428507 | 15.96804
 GENERATION 24 | 87.211736 | 79.169734 | 15.503381
 GENERATION 25 | 87.211736 | 81.671203 | 12.463395
 GENERATION 26 | 87.211736 | 81.676398 | 10.766644
 GENERATION 27 | 87.393424 | 79.962168 | 17.446276
 GENERATION 28 | 87.393424 | 81.523614 | 12.123323
 GENERATION 29 | 87.393424 | 83.133437 | 10.013287
