
 gen | best | mean | std
 GENERATION 0 | 66.747727 | -0.801776 | 12.343535
 GENERATION 1 | 66.747727 | 10.611693 | 20.253799
 GENERATION 2 | 66.747727 | 22.561546 | 23.798026
 GENERATION 3 | 75.752976 | 30.4902 | 23.900058
 GENERATION 4 | 75.752976 | 38.057284 | 22.872901
 GENERATION 5 | 75.752976 | 38.739955 | 23.652013
 GENERATION 6 | 94.023266 | 40.182124 | 23.963489
 GENERATION 7 | 94.023266 | 39.160064 | 24.569911
 GENERATION 8 | 94.023266 | 44.084062 | 24.016008
 GENERATION 9 | 94.023266 | 47.815413 | 23.038765
 GENERATION 10 | 94.023266 | 48.083968 | 23.934352
 GENERATION 11 | 94.023266 | 48.500544 | 23.926341
 GENERATION 12 | 94.023266 | 48.651351 | 24.217989
 purge
 GENERATION 13 | 94.023266 | 46.275869 | 28.573242
 GENERATION 14 | 94.023266 | 48.332389 | 24.416084
 GENERATION 15 | 94.023266 | 56.131168 | 18.237459
 GENERATION 16 | 94.023266 | 53.567893 | 18.651823
 GENERATION 17 | 94.023266 | 54.700753 | 18.823448
 GENERATION 18 | 94.023266 | 54.003031 | 19.554107
 GENERATION 19 | 94.023266 | 55.271133 | 18.670119
 purge
 GENERATION 20 | 94.023266 | 48.147782 | 29.949064
 GENERATION 21 | 94.023266 | 57.440886 | 18.601003
 GENERATION 22 | 94.023266 | 57.728085 | 15.665198
 GENERATION 23 | 94.023266 | 58.278586 | 14.764154
 GENERATION 24 | 94.023266 | 57.466048 | 18.712311
 GENERATION 25 | 94.023266 | 60.31722 | 16.781772
 GENERATION 26 | 94.023266 | 58.235393 | 20.624584
 purge
 GENERATION 27 | 94.023266 | 51.953684 | 30.986747
 GENERATION 28 | 94.023266 | 65.569824 | 18.491972
 GENERATION 29 | 94.023266 | 65.190481 | 23.293672
