
 gen | best | mean | std
 GENERATION 0 | 57.732142 | -2.488561 | 9.914125
 GENERATION 1 | 66.171054 | 11.90017 | 21.183768
 GENERATION 2 | 66.228559 | 26.300842 | 22.544675
 GENERATION 3 | 66.228559 | 31.893802 | 23.616226
 GENERATION 4 | 66.228559 | 37.329068 | 22.395919
 GENERATION 5 | 66.228559 | 42.64092 | 21.766768
 GENERATION 6 | 66.228559 | 43.764822 | 20.868276
 GENERATION 7 | 66.228559 | 46.888528 | 18.405567
 GENERATION 8 | 66.228559 | 47.813208 | 18.671988
 GENERATION 9 | 66.323246 | 48.693328 | 18.376723
 GENERATION 10 | 66.323246 | 48.636637 | 18.623016
 GENERATION 11 | 66.323246 | 46.677525 | 20.419072
 GENERATION 12 | 75.091917 | 49.044859 | 18.495953
 GENERATION 13 | 75.091917 | 45.147204 | 21.977776
 GENERATION 14 | 75.091917 | 46.441913 | 20.922892
 GENERATION 15 | 75.091917 | 51.651593 | 15.792839
 GENERATION 16 | 75.091917 | 51.408364 | 17.487466
 GENERATION 17 | 75.601837 | 55.175245 | 13.537083
 GENERATION 18 | 75.601837 | 53.606033 | 16.891364
 GENERATION 19 | 86.299556 | 57.180983 | 13.915942
 GENERATION 20 | 86.299556 | 60.20916 | 12.572333
 GENERATION 21 | 86.299556 | 62.453503 | 10.489075
 GENERATION 22 | 86.299556 | 62.489297 | 9.504571
 GENERATION 23 | 86.299556 | 63.903416 | 9.141743
 GENERATION 24 | 86.299556 | 64.551087 | 12.11207
 GENERATION 25 | 86.299556 | 66.65821 | 6.142658
 purge
 GENERATION 26 | 86.299556 | 53.52692 | 28.639598
 GENERATION 27 | 86.299556 | 66.364967 | 9.679301
 GENERATION 28 | 86.299556 | 67.416645 | 5.141386
 GENERATION 29 | 86.299556 | 66.484902 | 8.226059
