

gen best mean std
0 91.768788 10.927314 30.432247
1 91.772379 43.24339 38.110784
2 92.04704 75.100811 23.230508
3 92.58272 79.579667 18.766015
4 92.58272 80.579943 19.759735
5 92.58272 84.361819 14.068403
6 92.58272 87.303122 7.201217
7 92.58272 88.425477 3.048031
8 92.58272 87.602486 7.28973
9 92.58272 87.50666 8.355659
10 92.58272 88.473192 3.501267
11 92.585064 88.537966 5.397053
12 92.776119 89.549499 2.394332
13 92.776119 89.902594 2.79477
14 92.776119 90.672017 1.7302
15 92.776119 90.587094 2.282158
16 92.776119 90.803241 2.368125
17 92.776119 90.88962 2.989913
18 92.776119 91.031536 1.562612
19 92.776119 89.904312 6.380166
20 92.776119 90.126763 3.981927
21 92.776119 90.310426 4.775929
22 92.776119 91.124678 3.075398
23 92.776119 91.64974 1.519988
24 92.776119 92.232672 0.916065
25 92.776119 92.100761 1.188153
26 92.776119 91.963245 1.365767
doomsday
27 92.776119 75.482995 35.652762
28 92.776119 90.617032 10.766987
29 92.776119 92.466402 0.869936
